approved,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,loan_purpose,applicant_race-1,applicant_sex,applicant_age,property_value,occupancy_type
1,65000.0,102.0,30%-<36%,20.626,1,6.0,3,55-64,295000,1
1,315000.0,305.0,42,75.0,32,2.0,1,25-34,415000,3
0,45000.0,79.0,20%-<30%,8.67,31,6.0,1,65-74,465000,1
1,105000.0,266.0,<20%,68.805,2,5.0,1,45-54,415000,1
1,355000.0,253.0,20%-<30%,75.0,1,6.0,1,45-54,475000,3
1,125000.0,50.0,38,96.5,1,3.0,2,45-54,135000,1
1,495000.0,181.0,20%-<30%,80.0,32,5.0,1,45-54,615000,1
1,515000.0,305.0,39,90.0,1,6.0,2,35-44,565000,1
0,115000.0,75.0,,60.0,31,5.0,1,35-44,195000,1
0,315000.0,86.0,50%-60%,96.658,1,6.0,2,35-44,315000,1
1,265000.0,124.0,48,90.0,1,2.0,2,35-44,295000,1
1,315000.0,127.0,36,70.0,31,5.0,2,35-44,455000,1
1,225000.0,59.0,41,100.1,1,5.0,1,25-34,225000,1
1,255000.0,73.0,40,77.477,1,5.0,1,65-74,345000,1
0,65000.0,132.0,49,87.94,2,3.0,2,35-44,315000,1
1,225000.0,135.0,20%-<30%,42.969,1,5.0,1,35-44,515000,1
1,85000.0,96.0,Exempt,Exempt,4,3.0,1,55-64,Exempt,1
1,145000.0,33.0,48,97.0,1,5.0,2,25-34,145000,1
0,375000.0,-1.0,<20%,96.5,1,3.0,1,55-64,385000,1
1,105000.0,77.0,20%-<30%,90.0,1,5.0,1,45-54,125000,1
1,285000.0,94.0,43,95.0,1,6.0,3,35-44,305000,1
1,105000.0,241.0,30%-<36%,77.66,2,3.0,2,35-44,485000,1
1,325000.0,90.0,20%-<30%,95.0,1,3.0,2,25-34,345000,1
1,145000.0,60.0,43,79.558,32,5.0,2,25-34,185000,1
1,265000.0,96.0,20%-<30%,,1,5.0,1,45-54,255000,1
1,165000.0,43.0,50%-60%,96.5,1,5.0,1,65-74,165000,1
0,345000.0,18.0,>60%,95.0,1,5.0,1,35-44,355000,1
1,355000.0,115.0,50%-60%,100.427,1,5.0,2,25-34,365000,1
1,275000.0,82.0,43,80.0,1,2.0,1,35-44,345000,1
1,265000.0,60.0,44,89.66,1,3.0,2,35-44,295000,1
0,35000.0,152.0,30%-<36%,93.77,2,5.0,1,35-44,495000,1
1,125000.0,135.0,30%-<36%,79.42,4,21.0,1,35-44,595000,1
1,275000.0,69.0,30%-<36%,90.0,1,5.0,1,25-34,305000,1
1,35000.0,105.0,Exempt,Exempt,2,6.0,3,45-54,Exempt,1
1,395000.0,120.0,38,96.5,1,6.0,3,25-34,395000,1
1,215000.0,192.0,<20%,75.0,32,6.0,3,45-54,285000,3
1,465000.0,335.0,<20%,80.0,1,5.0,1,35-44,575000,1
1,285000.0,86.0,38,99.445,1,5.0,1,25-34,295000,1
1,625000.0,113.0,45,75.0,1,5.0,1,>74,835000,3
1,375000.0,235.0,30%-<36%,65.217,1,5.0,1,45-54,575000,1
1,5000.0,62.0,50%-60%,102.116,1,6.0,1,25-34,255000,1
1,575000.0,157.0,30%-<36%,80.0,1,5.0,1,35-44,725000,1
1,15000.0,156.0,20%-<30%,80.0,4,5.0,1,35-44,245000,1
0,55000.0,49.0,<20%,39.286,31,3.0,1,45-54,145000,1
1,45000.0,36.0,30%-<36%,46.667,31,5.0,1,65-74,95000,1
1,575000.0,253.0,47,95.0,1,2.0,1,35-44,605000,1
1,235000.0,79.0,44,94.838,1,6.0,1,25-34,245000,1
1,245000.0,134.0,40,74.9999,1,5.0,1,45-54,335000,2
1,305000.0,110.0,48,74.0,1,5.0,2,45-54,415000,1
1,245000.0,126.0,44,60.0,32,5.0,1,65-74,405000,3
0,455000.0,100.0,47,98.166,1,3.0,2,45-54,465000,1
1,385000.0,258.0,Exempt,Exempt,1,6.0,1,55-64,Exempt,2
1,95000.0,52.0,45,80.0,1,2.0,1,55-64,115000,1
0,95000.0,47.0,<20%,80.0,31,6.0,3,45-54,125000,1
0,95000.0,49.0,>60%,65.333,32,5.0,1,55-64,155000,1
0,315000.0,119.0,30%-<36%,59.0,31,3.0,1,>74,555000,1
0,35000.0,102.0,20%-<30%,80.49,2,3.0,1,35-44,505000,1
0,435000.0,104.0,39,74.951,31,2.0,2,25-34,575000,1
0,255000.0,41.0,>60%,80.0,32,5.0,2,25-34,325000,1
1,255000.0,143.0,43,60.239,32,5.0,1,55-64,425000,1
0,105000.0,23.0,39,59.412,32,6.0,1,55-64,175000,1
1,285000.0,150.0,50%-60%,100.0,1,5.0,1,65-74,305000,1
0,45000.0,71.0,>60%,106.545,4,5.0,2,45-54,205000,1
1,75000.0,142.0,36,54.483,2,5.0,2,45-54,705000,1
1,285000.0,140.0,49,80.0,1,2.0,1,45-54,365000,1
0,185000.0,71.0,43,,1,5.0,1,25-34,165000,1
1,405000.0,168.0,50%-60%,57.14,1,5.0,2,>74,705000,1
1,245000.0,86.0,50%-60%,96.49,1,5.0,1,25-34,245000,1
1,145000.0,97.0,20%-<30%,,31,5.0,2,35-44,,1
0,1985000.0,292.0,>60%,,1,2.0,1,55-64,,2
1,185000.0,71.0,30%-<36%,78.099,32,5.0,1,45-54,245000,1
1,45000.0,243.0,<20%,22.9,2,5.0,2,55-64,715000,1
1,425000.0,120.0,44,90.0,1,3.0,2,45-54,475000,2
1,405000.0,186.0,44,80.0,32,5.0,1,55-64,505000,1
1,325000.0,130.0,30%-<36%,53.682,31,6.0,3,25-34,615000,1
0,295000.0,150.0,20%-<30%,80.0,2,5.0,1,>74,365000,1
1,215000.0,74.0,37,58.108,1,5.0,2,25-34,375000,1
1,265000.0,95.0,30%-<36%,63.0,1,5.0,2,25-34,425000,1
1,335000.0,128.0,30%-<36%,90.0,1,6.0,1,25-34,375000,1
1,355000.0,140.0,30%-<36%,41.78,1,5.0,1,35-44,855000,1
1,295000.0,127.0,20%-<30%,81.081,1,5.0,2,35-44,365000,1
0,115000.0,84.0,44,51.73,4,5.0,2,55-64,425000,1
1,895000.0,1175.0,<20%,80.0,1,5.0,1,35-44,1115000,3
0,105000.0,102.0,50%-60%,52.52,2,3.0,2,55-64,935000,1
0,1355000.0,63.0,>60%,80.0,1,,1,35-44,1695000,1
1,215000.0,53.0,50%-60%,96.5,1,6.0,1,35-44,225000,1
1,285000.0,149.0,40,,1,5.0,1,45-54,105000,1
1,245000.0,95.0,42,73.25,31,5.0,1,25-34,345000,1
1,95000.0,104.0,36,56.0,32,5.0,2,65-74,185000,3
1,375000.0,144.0,44,90.0,1,5.0,2,35-44,415000,1
1,165000.0,66.0,20%-<30%,60.0,1,5.0,1,45-54,285000,1
1,55000.0,43.0,Exempt,Exempt,31,1.0,1,65-74,Exempt,1
1,225000.0,62.0,47,100.43,1,5.0,1,<25,225000,1
1,505000.0,241.0,20%-<30%,80.0,1,2.0,1,35-44,625000,1
1,175000.0,112.0,Exempt,Exempt,31,5.0,1,55-64,Exempt,1
1,525000.0,173.0,38,73.821,1,2.0,1,55-64,705000,1
0,45000.0,135.0,50%-60%,71.42,2,3.0,2,25-34,385000,1
1,205000.0,43.0,37,100.0,1,5.0,1,25-34,205000,1
0,155000.0,47.0,47,60.0,32,6.0,2,55-64,305000,1
1,185000.0,108.0,50%-60%,79.979,32,6.0,2,55-64,235000,1
1,465000.0,175.0,47,62.842,31,2.0,2,35-44,735000,1
1,425000.0,100.0,40,80.0,1,2.0,1,55-64,535000,1
1,245000.0,69.0,>60%,80.0,32,5.0,2,65-74,305000,1
1,485000.0,81.0,44,95.0,1,5.0,1,<25,505000,1
1,505000.0,110.0,47,80.0,1,2.0,1,35-44,625000,1
1,125000.0,120.0,45,75.0,1,5.0,2,55-64,165000,3
1,315000.0,125.0,48,95.0,1,5.0,2,25-34,335000,1
0,135000.0,84.0,30%-<36%,70.0,32,5.0,1,65-74,195000,1
1,95000.0,196.0,30%-<36%,69.22,2,5.0,1,45-54,625000,1
1,195000.0,134.0,20%-<30%,52.94,31,5.0,1,35-44,365000,1
1,135000.0,55.0,50%-60%,68.947,32,5.0,2,35-44,195000,1
1,1255000.0,2375.0,<20%,34.877,1,5.0,1,45-54,3585000,1
0,405000.0,142.0,40,,1,3.0,1,45-54,,1
0,105000.0,81.0,46,95.0,31,5.0,1,25-34,115000,1
1,275000.0,61.0,42,95.0,1,5.0,2,25-34,285000,1
1,215000.0,134.0,20%-<30%,75.0,32,6.0,3,45-54,285000,3
1,315000.0,120.0,50%-60%,96.5,1,6.0,3,45-54,325000,1
1,105000.0,33.0,49,16.66,2,5.0,2,>74,635000,1
1,305000.0,81.0,40,100.0,1,5.0,2,35-44,305000,1
0,205000.0,81.0,20%-<30%,80.0,1,6.0,1,25-34,255000,1
0,325000.0,52.0,>60%,,1,3.0,1,35-44,335000,1
1,235000.0,47.0,50%-60%,,1,5.0,1,55-64,225000,1
0,605000.0,280.0,,,4,21.0,1,45-54,,1
1,225000.0,50.0,37,100.0,1,6.0,1,25-34,225000,1
0,65000.0,52.0,39,75.398,1,6.0,1,45-54,,1
1,105000.0,128.0,20%-<30%,28.17,2,3.0,1,55-64,355000,1
0,305000.0,100.0,<20%,250.0,4,2.0,1,35-44,125000,1
1,265000.0,93.0,30%-<36%,96.5,1,5.0,1,35-44,265000,1
1,255000.0,288.0,39,51.12,2,5.0,2,55-64,485000,1
0,65000.0,624.0,,,4,2.0,1,45-54,,1
1,45000.0,82.0,30%-<36%,48.648,2,5.0,1,45-54,255000,1
1,255000.0,111.0,49,75.0,1,6.0,1,25-34,335000,1
0,75000.0,142.0,30%-<36%,47.5,2,6.0,3,35-44,165000,3
0,1225000.0,337.0,45,79.326,1,3.0,2,35-44,1545000,1
0,25000.0,26.0,45,,1,6.0,1,35-44,35000,1
1,135000.0,41.0,47,80.0,31,6.0,3,45-54,165000,1
1,75000.0,145.0,48,59.48,4,5.0,1,35-44,825000,1
0,235000.0,103.0,30%-<36%,96.2,1,5.0,2,<25,245000,1
1,625000.0,170.0,47,79.859,32,5.0,2,45-54,785000,1
0,105000.0,143.0,>60%,15.63,4,6.0,1,45-54,645000,1
0,55000.0,160.0,<20%,33.289,4,5.0,1,45-54,455000,1
1,335000.0,82.0,50%-60%,,1,5.0,2,35-44,325000,1
1,675000.0,158.0,38,59.89,1,5.0,2,45-54,1125000,1
0,255000.0,34.0,>60%,62.189,2,5.0,1,45-54,405000,1
1,375000.0,93.0,38,90.0,1,5.0,1,25-34,415000,1
1,285000.0,149.0,48,80.0,32,6.0,2,45-54,355000,1
0,205000.0,48.0,>60%,72.727,32,5.0,3,45-54,275000,1
1,445000.0,125.0,36,96.5,1,2.0,1,35-44,455000,1
0,275000.0,80.0,50%-60%,96.5,1,5.0,1,45-54,275000,1
1,105000.0,98.0,<20%,75.0,32,5.0,2,65-74,145000,3
1,175000.0,90.0,42,48.324,32,5.0,2,45-54,355000,1
1,425000.0,245.0,20%-<30%,96.5,1,5.0,1,35-44,435000,1
0,275000.0,98.0,>60%,80.0,1,6.0,2,35-44,345000,1
1,85000.0,40.0,40,35.746,32,5.0,2,65-74,235000,1
0,265000.0,154.0,20%-<30%,77.98,32,5.0,1,35-44,335000,1
1,125000.0,114.0,30%-<36%,65.0,32,5.0,1,55-64,195000,1
1,285000.0,182.0,39,75.0,1,2.0,1,25-34,385000,3
0,355000.0,86.0,38,80.0,1,3.0,1,35-44,435000,1
0,115000.0,52.0,50%-60%,,1,6.0,2,35-44,115000,1
1,465000.0,153.0,48,80.0,1,5.0,1,45-54,575000,1
0,285000.0,58.0,48,96.96,1,5.0,2,25-34,295000,1
1,265000.0,111.0,20%-<30%,68.241,32,5.0,1,<25,385000,1
1,285000.0,61.0,49,87.6,1,5.0,1,<25,325000,1
1,315000.0,79.0,49,65.108,1,5.0,1,55-64,485000,1
1,675000.0,220.0,42,79.903,1,21.0,1,35-44,845000,1
0,205000.0,48.0,43,,1,5.0,1,35-44,205000,1
0,315000.0,78.0,Exempt,Exempt,32,6.0,2,45-54,Exempt,1
1,355000.0,129.0,30%-<36%,100.0,1,5.0,1,35-44,345000,1
0,355000.0,0.0,>60%,74.72,4,5.0,2,45-54,905000,1
0,85000.0,109.0,45,90.0,1,5.0,2,45-54,95000,3
1,105000.0,44.0,,,31,5.0,1,65-74,305000,1
0,95000.0,30.0,47,45.9,31,5.0,2,45-54,215000,1
1,355000.0,110.0,20%-<30%,80.0,1,5.0,1,25-34,445000,1
0,125000.0,48.0,>60%,,1,3.0,1,25-34,115000,1
0,165000.0,144.0,37,,1,5.0,1,25-34,165000,1
1,235000.0,99.0,50%-60%,96.5,1,5.0,1,25-34,245000,1
1,285000.0,66.0,30%-<36%,100.0,1,5.0,1,25-34,285000,1
1,545000.0,113.0,48,80.0,1,5.0,1,25-34,685000,1
0,15000.0,163.0,<20%,3.003,4,6.0,2,35-44,335000,1
1,265000.0,385.0,30%-<36%,80.0,1,5.0,1,35-44,325000,3
1,255000.0,88.0,40,69.52,32,5.0,2,35-44,365000,1
0,105000.0,43.0,20%-<30%,80.0,32,6.0,3,55-64,125000,1
1,295000.0,92.0,43,85.294,1,5.0,1,35-44,345000,1
1,465000.0,225.0,<20%,80.0,1,2.0,1,25-34,585000,1
1,235000.0,98.0,30%-<36%,49.27,32,5.0,1,45-54,485000,1
1,255000.0,92.0,20%-<30%,62.5,1,5.0,1,35-44,405000,1
1,495000.0,148.0,43,75.0,1,6.0,1,35-44,665000,1
1,295000.0,93.0,43,95.0,1,5.0,2,25-34,315000,1
1,125000.0,54.0,Exempt,Exempt,32,5.0,1,65-74,Exempt,1
0,205000.0,248.0,20%-<30%,51.503,4,5.0,2,25-34,685000,1
1,305000.0,369.0,44,90.0,1,5.0,1,35-44,925000,1
0,125000.0,33.0,39,47.16,32,3.0,2,55-64,265000,1
1,325000.0,80.0,40,85.0,1,5.0,1,25-34,385000,1
0,175000.0,30.0,,,32,5.0,2,25-34,,1
1,385000.0,130.0,37,80.0,1,2.0,1,35-44,475000,1
1,75000.0,32.0,30%-<36%,101.435,1,5.0,2,<25,75000,1
0,135000.0,64.0,40,43.34,32,5.0,2,35-44,305000,1
1,225000.0,88.0,48,81.685,1,5.0,1,25-34,275000,1
0,335000.0,73.0,>60%,33.0,31,5.0,2,>74,995000,1
0,425000.0,62.0,50%-60%,100.0,32,5.0,1,55-64,425000,1
1,215000.0,122.0,42,59.323,1,5.0,1,65-74,365000,1
0,495000.0,365.0,<20%,55.059,31,5.0,1,55-64,895000,1
1,75000.0,80.0,49,43.66,32,5.0,1,55-64,455000,1
1,235000.0,91.0,45,96.5,1,5.0,1,<25,255000,1
1,465000.0,202.0,45,96.5,1,5.0,1,25-34,475000,1
1,505000.0,135.0,40,90.0,1,2.0,1,35-44,555000,1
1,315000.0,183.0,20%-<30%,80.0,1,5.0,1,35-44,395000,1
1,185000.0,100.0,20%-<30%,80.0,1,5.0,2,25-34,235000,1
1,125000.0,36.0,Exempt,Exempt,32,5.0,2,55-64,Exempt,1
0,175000.0,50.0,>60%,,1,3.0,2,25-34,,1
1,125000.0,94.0,20%-<30%,60.0,4,5.0,1,25-34,205000,1
1,295000.0,68.0,39,95.0,1,6.0,1,35-44,315000,1
1,305000.0,162.0,30%-<36%,80.0,1,5.0,2,45-54,375000,1
0,205000.0,70.0,39,80.0,32,6.0,3,35-44,255000,1
1,245000.0,57.0,48,96.5,1,5.0,1,45-54,245000,1
1,445000.0,151.0,37,85.0,1,5.0,2,25-34,525000,1
1,375000.0,70.0,46,,1,3.0,1,45-54,375000,1
1,305000.0,83.0,43,73.46,32,5.0,2,>74,415000,1
1,325000.0,84.0,46,62.863,32,5.0,1,45-54,515000,1
1,205000.0,99.0,46,55.556,1,5.0,2,45-54,365000,1
0,365000.0,104.0,39,80.0,1,2.0,1,25-34,455000,1
1,95000.0,141.0,30%-<36%,80.0,31,5.0,2,45-54,115000,1
1,325000.0,160.0,43,80.0,1,5.0,1,55-64,405000,1
1,145000.0,60.0,46,96.5,1,5.0,2,25-34,145000,1
1,115000.0,106.0,36,80.0,32,5.0,1,45-54,145000,1
1,65000.0,133.0,20%-<30%,,1,5.0,1,35-44,55000,1
0,105000.0,112.0,>60%,98.975,1,1.0,1,<25,115000,1
1,515000.0,151.0,36,80.0,1,2.0,1,25-34,645000,1
1,155000.0,50.0,42,96.5,1,6.0,3,25-34,155000,1
1,315000.0,105.0,38,80.0,1,5.0,1,65-74,395000,1
0,705000.0,645.0,41,57.055,4,5.0,2,65-74,2305000,1
0,25000.0,27.0,50%-60%,55.526,32,5.0,1,45-54,245000,1
1,205000.0,102.0,30%-<36%,79.0,31,5.0,1,25-34,285000,1
1,235000.0,90.0,42,96.5,1,5.0,1,25-34,245000,1
1,45000.0,93.0,<20%,17.931,32,6.0,1,55-64,225000,1
1,165000.0,87.0,30%-<36%,77.619,31,6.0,3,25-34,215000,1
1,325000.0,97.0,39,90.0,1,23.0,1,45-54,355000,1
1,115000.0,36.0,36,53.92,32,5.0,1,35-44,205000,1
1,355000.0,123.0,42,90.0,1,5.0,1,25-34,385000,1
1,375000.0,253.0,30%-<36%,72.33,31,5.0,2,45-54,515000,1
1,645000.0,291.0,36,76.819,1,5.0,1,35-44,845000,1
1,325000.0,90.0,30%-<36%,77.39,1,5.0,1,25-34,415000,1
1,5000.0,74.0,47,99.446,1,3.0,2,35-44,265000,1
1,245000.0,71.0,30%-<36%,79.837,1,5.0,1,25-34,305000,1
0,255000.0,78.0,50%-60%,78.75,32,5.0,1,45-54,325000,1
1,345000.0,91.0,50%-60%,95.0,1,5.0,2,35-44,355000,1
1,245000.0,99.0,41,51.0,31,5.0,1,55-64,485000,1
1,275000.0,102.0,41,69.0,32,5.0,1,55-64,405000,1
1,195000.0,58.0,20%-<30%,98.18,1,5.0,1,55-64,205000,1
1,615000.0,200.0,40,97.0,1,3.0,1,45-54,625000,1
1,395000.0,131.0,40,96.5,1,3.0,2,35-44,395000,1
1,245000.0,66.0,41,95.0,1,5.0,1,<25,255000,1
1,595000.0,147.0,44,80.0,1,5.0,1,35-44,745000,1
1,355000.0,103.0,36,92.16,1,5.0,1,25-34,385000,1
1,85000.0,44.0,36,35.568,1,5.0,1,65-74,235000,1
1,175000.0,65.0,41,94.83,1,5.0,2,35-44,195000,1
1,75000.0,35.0,30%-<36%,44.19,4,5.0,1,25-34,155000,1
1,255000.0,68.0,41,62.0,32,1.0,1,65-74,415000,1
1,425000.0,84.0,50%-60%,96.5,1,5.0,1,35-44,435000,1
1,775000.0,323.0,50%-60%,80.0,1,5.0,1,45-54,965000,1
1,475000.0,125.0,40,95.0,1,5.0,1,65-74,505000,1
0,185000.0,85.0,<20%,88.443,31,5.0,1,>74,215000,3
0,155000.0,40.0,>60%,44.675,32,5.0,2,65-74,335000,1
1,275000.0,81.0,46,,1,5.0,2,35-44,275000,1
0,305000.0,58.0,>60%,80.0,1,3.0,1,25-34,385000,1
1,295000.0,68.0,44,97.0,1,5.0,1,35-44,305000,1
1,205000.0,182.0,39,80.0,1,6.0,1,45-54,265000,2
1,175000.0,61.0,40,96.5,1,3.0,2,45-54,175000,1
0,495000.0,233.0,,,1,2.0,1,35-44,,1
1,435000.0,370.0,<20%,61.39,32,2.0,1,35-44,715000,1
0,15000.0,17.0,30%-<36%,3.275,32,5.0,2,>74,305000,1
0,345000.0,264.0,>60%,90.0,1,2.0,1,45-54,385000,1
1,445000.0,152.0,43,100.0,1,3.0,1,25-34,445000,1
0,55000.0,70.0,<20%,17.28,2,2.0,2,55-64,285000,3
1,265000.0,226.0,42,61.79,31,5.0,1,35-44,425000,3
1,135000.0,157.0,42,75.0,32,5.0,2,45-54,185000,3
0,65000.0,85.0,<20%,,1,6.0,1,55-64,65000,1
0,865000.0,310.0,40,89.0,1,2.0,1,35-44,975000,1
1,255000.0,68.0,47,41.46,32,3.0,2,55-64,605000,1
1,675000.0,356.0,30%-<36%,54.37,31,6.0,1,45-54,1245000,1
1,135000.0,77.0,30%-<36%,75.0,32,5.0,1,45-54,175000,1
0,15000.0,197.0,<20%,20.417,2,5.0,1,45-54,125000,1
1,35000.0,31.0,47,4.78,2,5.0,2,65-74,625000,1
0,225000.0,50.0,>60%,70.0,1,2.0,1,55-64,315000,3
1,275000.0,183.0,30%-<36%,75.0,1,2.0,1,35-44,365000,3
1,255000.0,48.0,40,80.0,32,5.0,1,35-44,325000,1
0,405000.0,141.0,30%-<36%,90.909,1,5.0,2,35-44,445000,1
1,125000.0,120.0,40,79.94,32,5.0,1,25-34,155000,1
1,335000.0,90.0,49,79.43,32,5.0,1,55-64,425000,1
1,345000.0,137.0,30%-<36%,95.0,1,2.0,1,25-34,365000,1
1,455000.0,83.0,49,90.9,1,3.0,1,35-44,505000,1
1,115000.0,152.0,42,23.87,32,6.0,3,35-44,485000,1
1,175000.0,45.0,42,95.0,1,5.0,2,25-34,185000,1
1,285000.0,72.0,40,90.0,1,2.0,1,<25,315000,1
1,405000.0,90.0,42,80.0,1,5.0,1,25-34,505000,1
0,105000.0,70.0,>60%,77.872,4,5.0,1,55-64,705000,1
1,165000.0,46.0,50%-60%,100.43,1,5.0,1,25-34,165000,1
1,95000.0,64.0,20%-<30%,94.66,1,5.0,2,25-34,105000,1
0,235000.0,150.0,>60%,81.59,31,5.0,2,45-54,675000,1
1,225000.0,77.0,40,77.0,32,6.0,3,25-34,305000,1
1,235000.0,79.0,43,90.0,1,5.0,2,55-64,265000,1
1,645000.0,125.0,50%-60%,99.439,1,3.0,2,25-34,655000,1
1,335000.0,108.0,47,95.0,1,5.0,1,55-64,355000,1
0,105000.0,135.0,37,85.0,1,6.0,1,25-34,,1
1,155000.0,27.0,Exempt,Exempt,1,5.0,1,35-44,Exempt,1
1,545000.0,262.0,20%-<30%,80.0,1,5.0,1,35-44,685000,1
1,75000.0,113.0,43,29.275,31,2.0,2,45-54,255000,1
1,455000.0,134.0,44,95.0,1,6.0,1,25-34,475000,1
1,545000.0,123.0,43,90.0,1,5.0,1,25-34,605000,1
1,285000.0,115.0,20%-<30%,70.0,1,6.0,3,55-64,405000,1
1,485000.0,118.0,48,85.0,1,5.0,2,65-74,575000,1
1,275000.0,107.0,20%-<30%,60.44,1,5.0,1,35-44,455000,1
1,285000.0,109.0,47,69.877,1,5.0,1,45-54,415000,1
1,45000.0,40.0,,,31,6.0,1,65-74,205000,1
1,85000.0,44.0,30%-<36%,59.866,32,5.0,1,35-44,145000,1
1,355000.0,174.0,42,77.844,31,5.0,2,35-44,455000,1
1,205000.0,50.0,50%-60%,96.5,1,5.0,2,55-64,205000,1
1,265000.0,70.0,50%-60%,88.814,1,5.0,2,25-34,295000,1
0,55000.0,75.0,<20%,71.88,2,5.0,1,65-74,315000,1
1,455000.0,104.0,50%-60%,96.5,1,5.0,1,35-44,465000,1
1,265000.0,85.0,50%-60%,,1,5.0,2,25-34,275000,1
1,235000.0,324.0,41,75.0,1,6.0,1,35-44,315000,3
1,25000.0,84.0,39,79.799,4,3.0,1,35-44,205000,1
0,145000.0,72.0,50%-60%,90.214,1,5.0,1,25-34,,1
0,805000.0,269.0,45,80.0,1,5.0,1,45-54,1005000,1
1,545000.0,210.0,47,80.0,1,5.0,1,35-44,685000,1
0,315000.0,50.0,>60%,96.5,1,6.0,3,45-54,325000,1
0,35000.0,33.0,39,,1,3.0,2,25-34,55000,1
1,505000.0,316.0,38,70.0,32,3.0,1,35-44,725000,1
1,325000.0,128.0,50%-60%,,1,5.0,1,25-34,325000,1
0,305000.0,53.0,>60%,82.192,32,6.0,1,45-54,365000,1
1,425000.0,191.0,48,75.0,1,5.0,2,55-64,565000,3
1,125000.0,84.0,30%-<36%,,1,5.0,1,25-34,135000,1
1,235000.0,130.0,20%-<30%,80.0,1,5.0,2,35-44,295000,1
1,225000.0,63.0,40,90.0,1,5.0,1,35-44,265000,1
1,245000.0,47.0,30%-<36%,,1,6.0,1,35-44,255000,1
1,405000.0,50.0,50%-60%,100.0,1,5.0,1,25-34,405000,1
1,215000.0,70.0,Exempt,Exempt,1,2.0,1,35-44,Exempt,3
1,115000.0,60.0,49,99.9,1,5.0,1,35-44,115000,1
1,235000.0,76.0,45,98.8,1,6.0,1,45-54,245000,1
0,565000.0,174.0,50%-60%,80.0,32,5.0,1,35-44,715000,1
1,515000.0,150.0,44,89.529,1,3.0,1,25-34,575000,1
1,155000.0,160.0,38,75.0,1,6.0,1,35-44,205000,3
1,225000.0,218.0,50%-60%,79.993,1,5.0,1,65-74,285000,1
1,245000.0,93.0,30%-<36%,103.03,1,5.0,1,25-34,235000,1
1,245000.0,104.0,38,90.0,1,5.0,2,35-44,275000,1
1,395000.0,161.0,37,96.5,1,3.0,1,35-44,395000,1
1,195000.0,151.0,,80.0,1,5.0,1,25-34,245000,3
0,205000.0,189.0,49,96.306,4,5.0,1,45-54,345000,1
1,385000.0,148.0,48,56.0,32,21.0,1,55-64,685000,1
1,255000.0,108.0,20%-<30%,73.303,31,5.0,1,45-54,355000,1
1,45000.0,95.0,Exempt,Exempt,4,3.0,2,45-54,Exempt,1
1,85000.0,120.0,30%-<36%,74.9,2,5.0,1,35-44,405000,1
1,105000.0,58.0,37,25.84,2,5.0,1,65-74,385000,1
0,75000.0,50.0,30%-<36%,95.0,1,5.0,2,25-34,75000,1
1,265000.0,77.0,30%-<36%,73.056,1,5.0,1,35-44,365000,1
1,375000.0,169.0,20%-<30%,95.0,1,5.0,1,25-34,395000,1
1,275000.0,142.0,47,95.0,1,6.0,3,35-44,285000,1
0,835000.0,611.0,20%-<30%,72.299,31,5.0,1,25-34,1285000,1
0,125000.0,35.0,42,96.5,1,5.0,2,65-74,125000,1
0,175000.0,132.0,50%-60%,77.21,1,6.0,3,45-54,655000,1
1,195000.0,33.0,,,2,5.0,1,>74,345000,1
1,545000.0,120.0,46,75.0,32,5.0,1,35-44,725000,1
0,115000.0,55.0,>60%,95.057,1,6.0,2,45-54,,1
0,65000.0,78.0,37,,1,6.0,1,45-54,65000,1
1,185000.0,64.0,20%-<30%,80.0,32,5.0,1,35-44,235000,1
0,75000.0,67.0,30%-<36%,100.0,1,5.0,1,55-64,75000,1
0,335000.0,82.0,>60%,100.0,1,3.0,2,45-54,335000,1
0,165000.0,156.0,>60%,63.846,2,5.0,1,65-74,265000,1
0,465000.0,169.0,49,72.0,32,5.0,1,45-54,645000,1
0,45000.0,36.0,>60%,45.0,31,6.0,1,>74,105000,1
0,85000.0,120.0,>60%,67.43,4,27.0,1,45-54,485000,2
0,155000.0,20.0,47,100.0,2,5.0,1,65-74,155000,1
1,95000.0,66.0,Exempt,Exempt,2,6.0,1,35-44,Exempt,3
1,395000.0,139.0,41,100.0,1,3.0,1,25-34,395000,1
1,295000.0,237.0,20%-<30%,56.093,32,5.0,1,65-74,515000,1
0,115000.0,42.0,39,,1,5.0,1,25-34,135000,1
1,175000.0,84.0,44,69.6,32,3.0,2,45-54,255000,1
1,215000.0,191.0,30%-<36%,75.0,1,5.0,1,55-64,285000,3
1,205000.0,145.0,43,60.597,32,5.0,1,55-64,335000,3
0,705000.0,496.0,,,2,5.0,1,45-54,,1
1,325000.0,71.0,45,69.149,1,5.0,1,55-64,475000,1
1,215000.0,60.0,50%-60%,96.5,1,5.0,1,35-44,225000,1
1,35000.0,73.0,38,57.037,2,5.0,2,65-74,375000,1
1,265000.0,59.0,50%-60%,96.5,1,6.0,2,25-34,265000,1
1,195000.0,49.0,45,95.0,1,5.0,2,55-64,205000,1
1,175000.0,0.0,,71.6,32,5.0,1,45-54,255000,3
1,95000.0,190.0,<20%,30.636,31,5.0,1,65-74,295000,1
0,155000.0,750.0,<20%,8.81,31,6.0,3,45-54,1705000,1
1,195000.0,168.0,36,57.176,4,5.0,1,55-64,345000,1
